place_ratings,place_name,category,city,price,rating
2,Skyrink - Mall Taman Anggrek,Taman Hiburan,Jakarta,110000,4.5
4,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,0,4.4
4,Tugu Proklamasi,Budaya,Jakarta,0,4.6
2,Dago Dreampark,Taman Hiburan,Bandung,40000,4.2
5,Jembatan Kota Intan,Budaya,Jakarta,0,4.3
3,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,3000,4.3
4,Taman Kasmaran,Taman Hiburan,Semarang,3000,4.5
4,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,0,4.4
3,Tektona Waterpark,Taman Hiburan,Bandung,60000,3.8
3,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,4.3
5,Pulau Semak Daun,Bahari,Jakarta,40000,4.0
4,Museum Gunung Merapi,Budaya,Yogyakarta,10000,4.4
5,Masjid Agung Ungaran,Tempat Ibadah,Semarang,0,4.7
4,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4
3,Pantai Goa Cemara,Bahari,Yogyakarta,4000,4.3
2,Curug Malela,Cagar Alam,Bandung,10000,4.4
2,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,100000,4.5
3,Pantai Sadranan,Bahari,Yogyakarta,10000,4.6
2,Situ Patenggang,Cagar Alam,Bandung,20000,4.5
5,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8
2,Situ Cileunca,Cagar Alam,Bandung,2500,4.4
4,Atlantis Water Adventure,Taman Hiburan,Jakarta,94000,4.5
2,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4
5,Museum Satria Mandala,Budaya,Jakarta,5000,4.5
4,Bandros City Tour,Budaya,Bandung,40000,4.4
2,Pantai Baruna,Bahari,Semarang,3000,4.0
4,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3
2,Pantai Sadranan,Bahari,Yogyakarta,10000,4.6
5,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3
4,Gumuk Pasir Parangkusumo,Taman Hiburan,Yogyakarta,0,4.5
3,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,220000,4.5
4,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4
5,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,22000,4.2
2,Farm House Susu Lembang,Taman Hiburan,Bandung,30000,4.4
5,Setu Babakan,Budaya,Jakarta,0,4.4
2,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,10000,4.5
3,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,5000,4.6
4,Monumen Nasional,Budaya,Jakarta,20000,4.6
3,Pantai Sundak,Bahari,Yogyakarta,5000,4.5
4,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4
5,Pantai Indrayanti,Bahari,Yogyakarta,10000,4.5
2,Pantai Sanglen,Bahari,Yogyakarta,10000,4.5
3,Farm House Susu Lembang,Taman Hiburan,Bandung,30000,4.4
3,Museum Nasional,Budaya,Jakarta,5000,4.6
3,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,4.6
3,Situ Patenggang,Cagar Alam,Bandung,20000,4.5
2,Wisata Eling Bening,Cagar Alam,Semarang,25000,4.3
4,Pasar Taman Puring,Pusat Perbelanjaan,Jakarta,0,4.4
2,Kampung Cina,Budaya,Jakarta,15000,4.5
5,Gembira Loka Zoo,Cagar Alam,Yogyakarta,60000,4.5
4,Gedung Sate,Budaya,Bandung,5000,4.6
2,The Lodge Maribaya,Cagar Alam,Bandung,25000,4.3
3,Museum Pos Indonesia,Budaya,Bandung,0,4.5
3,Monumen Kapal Selam,Budaya,Surabaya,15000,4.4
5,Puspa Iptek Sundial,Taman Hiburan,Bandung,25000,4.4
3,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,20000,4.5
2,Wisata Batu Kuda,Cagar Alam,Bandung,10000,4.4
5,Museum Tekstil,Budaya,Jakarta,5000,4.5
4,Happyfarm Ciwidey,Cagar Alam,Bandung,15000,4.2
5,Pantai Marina,Bahari,Semarang,3000,4.1
3,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2
2,Pantai Nglambor,Bahari,Yogyakarta,10000,4.4
2,Galeri Nasional Indonesia,Budaya,Jakarta,0,4.6
2,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6
2,Museum Bahari Jakarta,Budaya,Jakarta,2000,4.4
3,Pantai Ngobaran,Bahari,Yogyakarta,5000,4.6
2,Monumen Nasional,Budaya,Jakarta,20000,4.6
2,Taman Sejarah Bandung,Budaya,Bandung,0,4.6
4,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5
5,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7
5,Taman Keputran,Taman Hiburan,Surabaya,0,4.3
2,Taman Ayodya,Taman Hiburan,Jakarta,0,4.4
5,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,4.6
5,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0
4,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3
3,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6
3,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,0,4.6
5,Freedom Library,Budaya,Jakarta,0,5.0
4,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4
4,Gembira Loka Zoo,Cagar Alam,Yogyakarta,60000,4.5
5,Taman Pintar Yogyakarta,Taman Hiburan,Yogyakarta,6000,4.5
5,Sunrise Point Cukul,Cagar Alam,Bandung,10000,4.6
4,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3
3,Danau Rawa Pening,Cagar Alam,Semarang,15000,4.4
2,Air Terjun Semirang,Cagar Alam,Semarang,9000,4.4
5,Kawah Putih,Cagar Alam,Bandung,81000,4.5
2,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3
4,Air Terjun Kali Pancur,Cagar Alam,Semarang,5000,4.1
4,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5
4,Saloka Theme Park,Taman Hiburan,Semarang,150000,4.4
4,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,3000,4.6
4,Kebun Binatang Surabaya,Cagar Alam,Surabaya,15000,4.3
3,Trans Studio Bandung,Taman Hiburan,Bandung,280000,4.5
2,Pantai Ngrenehan,Bahari,Yogyakarta,3000,4.4
5,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,30000,4.5
5,Pantai Nguluran,Bahari,Yogyakarta,10000,4.1
5,Museum Sumpah Pemuda,Budaya,Jakarta,2000,4.7
5,Rainbow Garden,Cagar Alam,Bandung,20000,4.6
4,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,0,4.5
5,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3
2,Keraton Yogyakarta,Budaya,Yogyakarta,15000,4.6
4,Kawasan Malioboro,Taman Hiburan,Yogyakarta,0,4.8
2,Sindu Kusuma Edupark (SKE),Taman Hiburan,Yogyakarta,20000,4.2
4,Pantai Krakal,Bahari,Yogyakarta,10000,4.5
2,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,4.1
4,Bumi Perkemahan Cibubur,Taman Hiburan,Jakarta,10000,4.5
3,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4
4,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,0,4.5
3,Taman Kunang-Kunang,Taman Hiburan,Surabaya,0,4.4
2,Museum Barli,Budaya,Bandung,15000,4.4
4,Museum Kebangkitan Nasional,Budaya,Jakarta,2000,4.7
4,Museum Wayang,Budaya,Jakarta,5000,4.5
3,Kampoeng Tulip,Taman Hiburan,Bandung,15000,3.8
5,Taman Mundu,Taman Hiburan,Surabaya,0,4.4
4,Goa Rancang Kencono,Cagar Alam,Yogyakarta,5000,4.3
3,Candi Sewu,Budaya,Yogyakarta,50000,4.6
5,Flower Farm Setiya Aji,Cagar Alam,Semarang,7500,4.1
4,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,185000,4.6
2,Old City 3D Trick Art Museum,Budaya,Semarang,50000,4.4
2,Pantai Siung,Bahari,Yogyakarta,10000,4.6
2,Pantai Maron,Bahari,Semarang,5000,3.4
4,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,220000,4.5
3,Museum Ullen Sentalu,Budaya,Yogyakarta,100000,4.7
2,Museum Kebangkitan Nasional,Budaya,Jakarta,2000,4.7
5,Candi Gedong Songo,Budaya,Semarang,10000,4.5
5,Pantai Krakal,Bahari,Yogyakarta,10000,4.5
3,Panama Park 825,Taman Hiburan,Bandung,50000,4.4
2,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,0,4.4
2,Sanghyang Heuleut,Cagar Alam,Bandung,10000,4.4
2,Taman Bunga Cihideung,Cagar Alam,Bandung,0,4.1
4,Tektona Waterpark,Taman Hiburan,Bandung,60000,3.8
5,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3
2,Lembang Park & Zoo,Cagar Alam,Bandung,50000,4.5
2,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,3000,4.3
2,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5
4,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7
5,Sungai Palayangan,Cagar Alam,Bandung,150000,4.6
4,Monumen Selamat Datang,Budaya,Jakarta,0,4.7
5,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6
4,Pantai Baruna,Bahari,Semarang,3000,4.0
5,Taman Ayodya,Taman Hiburan,Jakarta,0,4.4
3,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3
2,Museum De Javasche Bank,Budaya,Surabaya,5000,4.6
5,De Mata Museum Jogja,Budaya,Yogyakarta,50000,4.4
2,Bandros City Tour,Budaya,Bandung,40000,4.4
4,Monumen Kapal Selam,Budaya,Surabaya,15000,4.4
2,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0
5,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,4.3
3,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,25000,4.5
4,Amazing Art World,Budaya,Bandung,75000,4.5
5,Keraton Yogyakarta,Budaya,Yogyakarta,15000,4.6
5,Kampung Cina,Budaya,Jakarta,15000,4.5
2,Air Mancur Menari,Taman Hiburan,Surabaya,35000,4.4
4,Upside Down World Bandung,Taman Hiburan,Bandung,100000,4.0
3,Taman Lansia,Taman Hiburan,Bandung,0,4.4
3,Observatorium Bosscha,Cagar Alam,Bandung,25000,4.5
2,De Mata Museum Jogja,Budaya,Yogyakarta,50000,4.4
2,Taman Keputran,Taman Hiburan,Surabaya,0,4.3
3,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,3000,4.5
3,Taman Begonia,Cagar Alam,Bandung,10000,4.4
5,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2
5,Goa Pindul,Cagar Alam,Yogyakarta,40000,4.5
3,Pantai Congot,Bahari,Yogyakarta,3000,4.3
5,Pantai Sedahan,Bahari,Yogyakarta,5000,4.5
3,Ekowisata Mangrove Wonorejo,Cagar Alam,Surabaya,0,4.3
3,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6
4,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2
3,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,3000,4.5
4,Pulau Pelangi,Bahari,Jakarta,900000,4.8
3,Taman Tabanas,Taman Hiburan,Semarang,0,4.4
4,Masjid Istiqlal,Tempat Ibadah,Jakarta,0,4.7
5,Pemandian Air Panas Ciater,Cagar Alam,Bandung,15000,4.3
4,Curug Cimahi,Cagar Alam,Bandung,15000,4.6
4,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,0,4.7
4,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5
2,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5
4,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,10000,4.5
4,Pantai Baron,Bahari,Yogyakarta,10000,4.4
5,Kota Mini,Taman Hiburan,Bandung,20000,4.4
4,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,0,4.3
5,Kyotoku Floating Market,Budaya,Bandung,175000,4.5
5,Curug Dago,Cagar Alam,Bandung,12000,4.0
3,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,0,4.7
5,Museum Taman Prasasti,Budaya,Jakarta,2000,4.5
2,Waduk Jatibarang,Cagar Alam,Semarang,2500,4.3
5,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,5000,4.6
4,Taman Badak,Taman Hiburan,Bandung,0,4.5
3,Curug Aseupan,Cagar Alam,Bandung,10000,4.7
4,Gereja Katedral,Tempat Ibadah,Jakarta,0,4.8
3,Bukit Moko,Cagar Alam,Bandung,25000,4.5
3,SnowBay Waterpark,Taman Hiburan,Jakarta,180000,4.3
3,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6
5,Puncak Segoro,Cagar Alam,Yogyakarta,5000,4.2
4,Pantai Ancol,Bahari,Jakarta,25000,4.4
4,De Mata Museum Jogja,Budaya,Yogyakarta,50000,4.4
4,Museum Macan (Modern and Contemporary Art in Nusantara),Budaya,Jakarta,100000,4.5
4,Bangsal Pagelaran,Budaya,Yogyakarta,5000,4.6
5,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4
5,Pasar Beringharjo,Pusat Perbelanjaan,Yogyakarta,0,4.5
2,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,25000,4.3
4,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3
2,Klenteng Jin De Yuan,Tempat Ibadah,Jakarta,0,4.5
5,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3
4,Candi Sewu,Budaya,Yogyakarta,50000,4.6
2,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7
5,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5
5,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4
1,Pantai Jungwok,Bahari,Yogyakarta,5000,4.6
2,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,5000,4.6
1,La Kana Chapel,Taman Hiburan,Semarang,35000,4.5
2,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,0,4.3
5,Ocean Ecopark,Taman Hiburan,Jakarta,180000,4.0
1,Museum Taman Prasasti,Budaya,Jakarta,2000,4.5
3,Kampoeng Djadhoel Semarang,Budaya,Semarang,10000,4.7
1,Kawah Putih,Cagar Alam,Bandung,81000,4.5
1,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,22000,4.2
1,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5
3,Tafso Barn,Cagar Alam,Bandung,0,4.2
2,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5
3,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1
1,Wisata Kuliner Pecenongan,Pusat Perbelanjaan,Jakarta,0,5.0
1,Sumur Gumuling,Taman Hiburan,Yogyakarta,7000,4.5
4,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8
1,Museum Perangko,Budaya,Jakarta,5000,4.4
4,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,23000,3.9
1,Freedom Library,Budaya,Jakarta,0,5.0
3,Museum Joang 45,Budaya,Jakarta,2000,4.0
5,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,3000,4.5
5,Tafso Barn,Cagar Alam,Bandung,0,4.2
5,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4
1,Tebing Karaton,Cagar Alam,Bandung,15000,4.5
4,Bukit Bintang,Cagar Alam,Bandung,25000,4.6
1,Istana Negara Republik Indonesia,Budaya,Jakarta,0,4.6
1,Dago Dreampark,Taman Hiburan,Bandung,40000,4.2
1,Saung Angklung Mang Udjo,Budaya,Bandung,75000,4.7
2,Surabaya Museum (Gedung Siola),Budaya,Surabaya,0,4.5
4,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2
1,Kampoeng Djadhoel Semarang,Budaya,Semarang,10000,4.7
1,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3
1,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6
1,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5
3,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4
4,Setu Babakan,Budaya,Jakarta,0,4.4
4,Observatorium Bosscha,Cagar Alam,Bandung,25000,4.5
1,Taman Keputran,Taman Hiburan,Surabaya,0,4.3
5,Candi Ratu Boko,Budaya,Yogyakarta,75000,4.6
1,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,10000,4.3
1,Situ Patenggang,Cagar Alam,Bandung,20000,4.5
5,Wisata Mangrove Tapak,Cagar Alam,Semarang,5000,4.3
5,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5
4,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0
1,Perkebunan Teh Malabar,Cagar Alam,Bandung,5000,4.4
1,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,5000,4.6
1,Rumah Sipitung,Budaya,Jakarta,5000,4.5
2,Gunung Papandayan,Cagar Alam,Bandung,30000,4.6
1,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6
3,Kampung Batik Gedong Semarang,Budaya,Semarang,0,4.4
4,Pantai Ria Kenjeran,Bahari,Surabaya,15000,4.2
2,Kawah Putih,Cagar Alam,Bandung,81000,4.5
4,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,0,4.4
1,Pantai Drini,Bahari,Yogyakarta,10000,4.5
5,Hutan Pinus Pengger,Taman Hiburan,Yogyakarta,3000,4.5
2,Pantai Timang,Bahari,Yogyakarta,10000,4.7
2,Kota Lama Semarang,Budaya,Semarang,0,4.7
2,Pulau Semak Daun,Bahari,Jakarta,40000,4.0
1,Heha Sky View,Taman Hiburan,Yogyakarta,15000,4.4
2,Candi Borobudur,Budaya,Yogyakarta,50000,4.7
2,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,35000,4.1
3,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,35000,4.5
2,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2
2,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,0,4.7
1,Monumen Serangan Umum 1 Maret,Taman Hiburan,Yogyakarta,3000,4.6
1,Farm House Susu Lembang,Taman Hiburan,Bandung,30000,4.4
2,Curug Aseupan,Cagar Alam,Bandung,10000,4.7
1,Kidzania,Taman Hiburan,Jakarta,185000,4.6
5,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1
1,Jembatan Kota Intan,Budaya,Jakarta,0,4.3
5,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6
4,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,3000,4.5
3,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,0,4.4
2,Taman Begonia,Cagar Alam,Bandung,10000,4.4
3,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5
1,Gembira Loka Zoo,Cagar Alam,Yogyakarta,60000,4.5
4,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4
5,Museum Perangko,Budaya,Jakarta,5000,4.4
3,Taman Suropati,Taman Hiburan,Jakarta,0,4.6
1,Bandros City Tour,Budaya,Bandung,40000,4.4
1,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6
4,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1
3,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4
5,Watu Gunung Ungaran,Cagar Alam,Semarang,25000,4.4
2,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6
1,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9
2,Bukit Gantole Cililin,Cagar Alam,Bandung,0,4.4
4,Peta Park,Taman Hiburan,Bandung,15000,4.3
5,Perpustakaan Nasional,Budaya,Jakarta,0,4.7
5,Taman Situ Lembang,Taman Hiburan,Jakarta,0,4.5
5,Ciwangun Indah Camp Official,Cagar Alam,Bandung,10000,4.3
1,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6
4,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,30000,4.4
4,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0
1,Taman Pintar Yogyakarta,Taman Hiburan,Yogyakarta,6000,4.5
1,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5
5,Grand Indonesia Mall,Pusat Perbelanjaan,Jakarta,0,4.7
1,Pulau Pramuka,Bahari,Jakarta,5000,4.2
4,Pantai Ngandong,Bahari,Yogyakarta,10000,4.5
4,Taman Sejarah Bandung,Budaya,Bandung,0,4.6
4,Taman Ismail Marzuki,Budaya,Jakarta,5000,4.6
2,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4
5,Jakarta Aquarium dan Safari,Taman Hiburan,Jakarta,185000,4.6
2,Taman Lalu Lintas Ade Irma Suryani Nasution,Taman Hiburan,Bandung,7000,4.4
5,Tebing Karaton,Cagar Alam,Bandung,15000,4.5
2,Museum Nike Ardilla,Budaya,Bandung,0,4.6
5,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0
1,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5
1,Semarang Chinatown,Budaya,Semarang,30000,4.5
3,Heha Sky View,Taman Hiburan,Yogyakarta,15000,4.4
2,The Escape Hunt,Taman Hiburan,Jakarta,70000,4.4
1,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7
4,Museum Basoeki Abdullah,Budaya,Jakarta,1000,4.6
1,Museum Nike Ardilla,Budaya,Bandung,0,4.6
5,Taman Ismail Marzuki,Budaya,Jakarta,5000,4.6
1,Monumen Batik Yogyakarta,Budaya,Yogyakarta,40000,4.5
1,Gereja Katedral,Tempat Ibadah,Jakarta,0,4.8
1,Candi Sewu,Budaya,Yogyakarta,50000,4.6
3,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,0,4.8
4,Pantai Nguluran,Bahari,Yogyakarta,10000,4.1
1,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,5000,4.7
3,Jakarta Planetarium,Taman Hiburan,Jakarta,12000,4.1
3,Museum De Javasche Bank,Budaya,Surabaya,5000,4.6
1,Masjid Pusdai,Tempat Ibadah,Bandung,0,4.7
3,Jembatan Kota Intan,Budaya,Jakarta,0,4.3
1,Museum Tengah Kebun,Budaya,Jakarta,0,4.6
5,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1
5,Rumah Batik,Budaya,Surabaya,0,4.5
5,Pantai Samas,Bahari,Yogyakarta,4000,4.0
4,Bukit Moko,Cagar Alam,Bandung,25000,4.5
2,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0
2,Sudut Pandang Bandung,Taman Hiburan,Bandung,50000,4.6
2,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4
5,Curug Malela,Cagar Alam,Bandung,10000,4.4
1,Wisata Kraton Jogja,Budaya,Yogyakarta,7000,4.7
1,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1
3,Hutan Pinus Asri,Cagar Alam,Yogyakarta,2500,4.5
1,Candi Prambanan,Budaya,Yogyakarta,50000,4.7
1,Pantai Maron,Bahari,Semarang,5000,3.4
5,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4
4,Batununggal Indah Club,Taman Hiburan,Bandung,70000,4.4
4,Museum Nike Ardilla,Budaya,Bandung,0,4.6
1,Pantai Greweng,Bahari,Yogyakarta,5000,4.6
5,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6
4,Dunia Fantasi,Taman Hiburan,Jakarta,270000,4.6
2,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3
3,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3
5,Kawasan Punclut,Taman Hiburan,Bandung,20000,4.4
3,Monumen Yogya Kembali,Budaya,Yogyakarta,15000,4.5
3,Margasatwa Muara Angke,Cagar Alam,Jakarta,25000,4.2
2,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,5500,4.3
1,Kampung Batu Malakasari,Taman Hiburan,Bandung,10000,4.1
2,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7
1,Museum Konferensi Asia Afrika,Budaya,Bandung,0,4.6
2,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,50000,4.5
3,Lawangwangi Creative Space,Taman Hiburan,Bandung,0,4.4
2,Pantai Glagah,Bahari,Yogyakarta,5000,4.4
2,Candi Gedong Songo,Budaya,Semarang,10000,4.5
3,Pantai Baron,Bahari,Yogyakarta,10000,4.4
5,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,5000,4.1
1,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3
5,Pantai Glagah,Bahari,Yogyakarta,5000,4.4
5,Goa Cerme,Cagar Alam,Yogyakarta,3000,4.4
2,Museum Gedung Sate,Budaya,Bandung,5000,4.6
1,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,25000,4.5
2,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6
2,Margasatwa Muara Angke,Cagar Alam,Jakarta,25000,4.2
4,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,10000,4.5
1,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1
3,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0
5,Kidzania,Taman Hiburan,Jakarta,185000,4.6
1,Kampung Wisata Kadipaten,Budaya,Yogyakarta,0,4.4
3,Pantai Watu Kodok,Bahari,Yogyakarta,5000,4.6
1,Pantai Kukup,Bahari,Yogyakarta,10000,4.0
1,Desa Wisata Gamplong,Taman Hiburan,Yogyakarta,10000,4.4
1,Pantai Goa Cemara,Bahari,Yogyakarta,4000,4.3
4,Kota Tua,Budaya,Jakarta,0,4.6
1,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5
1,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5
1,Museum Fatahillah,Budaya,Jakarta,5000,4.4
2,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3
1,Tafso Barn,Cagar Alam,Bandung,0,4.2
3,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3
5,NuArt Sculpture Park,Taman Hiburan,Bandung,50000,4.7
1,The Lost World Castle,Taman Hiburan,Yogyakarta,30000,4.3
3,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8
2,Pantai Baron,Bahari,Yogyakarta,10000,4.4
4,Galeri Nasional Indonesia,Budaya,Jakarta,0,4.6
1,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3
4,Goa Jomblang,Cagar Alam,Yogyakarta,500000,4.6
5,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9
4,Kawasan Wisata Sosrowijayan,Pusat Perbelanjaan,Yogyakarta,0,4.0
1,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5
1,Brown Canyon,Cagar Alam,Semarang,0,4.2
1,Taman Barunawati,Taman Hiburan,Surabaya,0,4.2
3,Pura Giri Natha,Budaya,Semarang,20000,4.7
2,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,2000,4.7
